CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2022-20504","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-31777","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-25187","CWE-212","Improper Removal of Sensitive Information Before Storage or Transfer","Primary","1.00","Base","Allowed"
"CVE-2021-40057","CWE-121","Stack-based Buffer Overflow","Primary","0.90","Variant","Allowed"
"CVE-2021-40057","CWE-122","Heap-based Buffer Overflow","Primary","0.90","Variant","Allowed"
"CVE-2022-33702","CWE-285","Improper Authorization","Primary","1.00","Class","Discouraged"
"CVE-2022-33702","CWE-863","Incorrect Authorization","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-33702","CWE-862","Missing Authorization","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-36611","CWE-259","Use of Hard-coded Password","Primary","1.00","Variant","Primary CWE"
"CVE-2022-36611","CWE-798","Use of Hard-coded Credentials","Primary","0.80","Base","Secondary Candidate"
"CVE-2022-20962","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","1.00","Base","Allowed"
"CVE-2022-20962","CWE-20","Improper Input Validation","Secondary","0.70","Class","Discouraged"
"CVE-2022-22820","CWE-400","Uncontrolled Resource Consumption","Primary","0.80","Class","Discouraged"
"CVE-2022-22820","CWE-770","Allocation of Resources Without Limits or Throttling","Secondary","0.70","Base","Allowed"
"CVE-2022-22820","CWE-789","Memory Allocation with Excessive Size Value","Secondary","0.60","Variant","Allowed"
"CVE-2022-20721","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.90","Base","Primary CWE"
"CVE-2022-20721","CWE-73","External Control of File Name or Path","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-20721","CWE-20","Improper Input Validation","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-43562","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.80","Base","Primary CWE"
"CVE-2022-43562","CWE-20","Improper Input Validation","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-43562","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Secondary","0.40","Class","Secondary Candidate"
"CVE-2022-21681","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Allowed"
"CVE-2022-21681","CWE-400","Uncontrolled Resource Consumption","Secondary","0.50","Class","Discouraged"
"CVE-2022-31588","CWE-36","Absolute Path Traversal","Primary","1.00","Base","Primary CWE"
"CVE-2022-31588","CWE-73","External Control of File Name or Path","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-48126","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-1715","CWE-480","Use of Incorrect Operator","Primary","1.00","Base","Primary CWE"
"CVE-2022-1715","CWE-287","Improper Authentication","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-0287","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-0287","CWE-359","Exposure of Private Personal Information to an Unauthorized Actor","Secondary","0.80","Base","Allowed"
"CVE-2022-40628","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.90","Base","Allowed-with-Review"
"CVE-2022-40628","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Secondary","0.70","Base","Allowed"
"CVE-2021-0419","CWE-20","Improper Input Validation","Primary","0.80","Class","Discouraged"
"CVE-2021-0419","CWE-787","Out-of-bounds Write","Secondary","0.60","Base","Allowed-with-Review"
"CVE-2021-0419","CWE-1284","Improper Validation of Specified Quantity in Input","Secondary","0.50","Base","Allowed"
"CVE-2022-21196","CWE-287","Improper Authentication","Primary","0.90","Class","Discouraged"
"CVE-2022-21196","CWE-862","Missing Authorization","Secondary","0.80","Class","Allowed-with-Review"
"CVE-2022-42264","CWE-823","Use of Out-of-range Pointer Offset","Primary","1.00","Base","Primary CWE"
"CVE-2022-42264","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-32640","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2022-32640","CWE-125","Out-of-bounds Read","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-32640","CWE-20","Improper Input Validation","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-30691","CWE-400","Uncontrolled Resource Consumption","Primary","0.90","Class","Discouraged"
"CVE-2022-30691","CWE-770","Allocation of Resources Without Limits or Throttling","Secondary","0.70","Base","Allowed"
"CVE-2022-20507","CWE-125","Out-of-bounds Read","Primary","0.80","Variant","Primary CWE"
"CVE-2022-20507","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-39092","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-39092","CWE-279","Incorrect Execution-Assigned Permissions","Secondary","0.70","Variant","Allowed"
"CVE-2022-39287","CWE-319","Cleartext Transmission of Sensitive Information","Primary","1.00","Base","Primary CWE"
"CVE-2022-39287","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.70","Compound","Secondary Candidate"
"CVE-2022-33246","CWE-823","Use of Out-of-range Pointer Offset","Primary","1.00","Base","Primary CWE"
"CVE-2022-33246","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-1252","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Primary CWE"
"CVE-2022-1252","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Primary","0.75","Base","Secondary Candidate"
"CVE-2022-1252","CWE-326","Inadequate Encryption Strength","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-24675","CWE-674","Uncontrolled Recursion","Primary","0.80","Class","Primary CWE"
"CVE-2022-24675","CWE-121","Stack-based Buffer Overflow","Primary","0.60","Variant","Secondary Candidate"
"CVE-2021-44703","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Allowed"
"CVE-2021-44703","CWE-787","Out-of-bounds Write","Secondary","0.80","Base","Allowed"
"CVE-2022-34416","CWE-787","Out-of-bounds Write","Primary","0.80","Base","Primary CWE"
"CVE-2022-34416","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-2855","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-2855","CWE-672","Operation on a Resource after Expiration or Release","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-29167","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Primary CWE"
"CVE-2022-1316","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","0.90","Class","Primary CWE"
"CVE-2022-1316","CWE-266","Incorrect Privilege Assignment","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-1316","CWE-285","Improper Authorization","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-35110","CWE-401","Missing Release of Memory after Effective Lifetime","Primary","1.00","Variant","Primary CWE"
"CVE-2022-29195","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.95","Base","Allowed"
"CVE-2022-29195","CWE-20","Improper Input Validation","Secondary","0.75","Class","Discouraged"
"CVE-2021-38007","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Primary CWE"
"CVE-2021-38007","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2021-38007","CWE-415","Double Free","Primary","0.30","Variant","Secondary Candidate"
"CVE-2022-29160","CWE-459","Incomplete Cleanup","Primary","0.90","Base","Primary CWE. The application does not properly remove sensitive data after a user account is deleted."
"CVE-2022-29160","CWE-312","Cleartext Storage of Sensitive Information","Primary","0.60","Base","Secondary CWE. Sensitive information is stored; and if not properly removed; it may exist in cleartext."
"CVE-2022-4123","CWE-36","Absolute Path Traversal","Primary","0.90","Base","Primary CWE"
"CVE-2022-4123","CWE-73","External Control of File Name or Path","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-4123","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-36479","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-36479","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-46152","CWE-129","Improper Validation of Array Index","Primary","1.00","Variant","Primary CWE"
"CVE-2022-46152","CWE-125","Out-of-bounds Read","Primary","0.90","Base","Secondary Candidate"
"CVE-2022-2242","CWE-306","Missing Authentication for Critical Function","Primary","1.00","Base","Primary CWE"
"CVE-2022-2242","CWE-1188","Initialization of a Resource with an Insecure Default","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-35171","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Primary CWE"
"CVE-2022-35171","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-39807","CWE-401","Missing Release of Memory after Effective Lifetime","Primary","0.75","Variant","Primary CWE"
"CVE-2022-20202","CWE-125","Out-of-bounds Read","Primary","0.90","Base","Primary CWE"
"CVE-2022-20202","CWE-122","Heap-based Buffer Overflow","Primary","0.70","Variant","Secondary Candidate"
"CVE-2022-0732","CWE-639","Authorization Bypass Through User-Controlled Key","Primary","0.90","Base","Allowed"
"CVE-2022-0732","CWE-306","Missing Authentication for Critical Function","Secondary","0.70","Base","Allowed"
"CVE-2022-0732","CWE-425","Direct Request ('Forced Browsing')","Secondary","0.60","Base","Allowed"
"CVE-2021-44150","CWE-328","Use of Weak Hash","Primary","1.00","Base","Allowed"
"CVE-2021-44150","CWE-345","Insufficient Verification of Data Authenticity","Secondary","0.60","Class","Discouraged"
"CVE-2022-0301","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Allowed"
"CVE-2022-0301","CWE-122","Heap-based Buffer Overflow","Secondary","0.80","Variant","Allowed"
"CVE-2021-33114","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-1049","CWE-287","Improper Authentication","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-1049","CWE-620","Unverified Password Change","Secondary","0.70","Base","Allowed"
"CVE-2022-1049","CWE-613","Insufficient Session Expiration","Secondary","0.60","Base","Allowed"
"CVE-2022-40145","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.90","Base","Allowed-with-Review"
"CVE-2022-40145","CWE-73","External Control of File Name or Path","Secondary","0.70","Base","Allowed"
"CVE-2022-40145","CWE-917","Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')","Secondary","0.60","Base","Allowed"
"CVE-2022-4175","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-26854","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-26854","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Secondary","0.80","Base","Allowed"
"CVE-2021-20022","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","1.00","Base","Primary CWE"
"CVE-2022-1855","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-26128","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.90","Base","Allowed"
"CVE-2022-26128","CWE-787","Out-of-bounds Write","Secondary","0.70","Base","Allowed"
"CVE-2022-26128","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Discouraged"
"CVE-2022-3290","CWE-130","Improper Handling of Length Parameter Inconsistency","Primary","0.90","Base","Primary CWE"
"CVE-2022-3290","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-22279","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.90","Base","Primary CWE"
"CVE-2022-22279","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.60","Class","Secondary Candidate"
"CVE-2021-45935","CWE-122","Heap-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2021-45935","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2021-45935","CWE-787","Out-of-bounds Write","Secondary","","Base","Secondary Candidate"
"CVE-2021-43033","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.90","Base","Primary CWE"
"CVE-2021-43033","CWE-250","Execution with Unnecessary Privileges","Primary","0.70","Base","Secondary CWE"
"CVE-2022-23128","CWE-184","Incomplete List of Disallowed Inputs","Primary","1.00","Base","Primary CWE"
"CVE-2022-23128","CWE-287","Improper Authentication","Secondary","0.50","Class","Secondary CWE Candidate"
"CVE-2022-1778","CWE-120","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","Primary","0.90","Base","Allowed-with-Review"
"CVE-2022-1778","CWE-20","Improper Input Validation","Secondary","0.70","Class","Discouraged"
"CVE-2022-28758","CWE-285","Improper Authorization","Primary","0.80","Class","Discouraged"
"CVE-2022-28758","CWE-863","Incorrect Authorization","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-28758","CWE-284","Improper Access Control","Secondary","0.60","Pillar","Discouraged"
"CVE-2022-34390","CWE-457","Use of Uninitialized Variable","Primary","1.00","Variant","Primary CWE"
"CVE-2022-34390","CWE-908","Use of Uninitialized Resource","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-34390","CWE-456","Missing Initialization of a Variable","Primary","0.60","Variant","Secondary Candidate"
"CVE-2022-20461","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Allowed"
"CVE-2022-20461","CWE-125","Out-of-bounds Read","Secondary","0.70","Base","Allowed"
"CVE-2022-23544","CWE-918","Server-Side Request Forgery (SSRF)","Primary","1.00","Base","Primary CWE. The vulnerability description clearly states a Server-Side Request Forgery vulnerability; which aligns directly with CWE-918."
"CVE-2022-23544","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.80","Base","Secondary CWE. The vulnerability description mentions that the SSRF can be leveraged to execute JavaScript code; indicating a reflected XSS vulnerability due to improper sanitization of the response."
"CVE-2022-21947","CWE-1327","Binding to an Unrestricted IP Address","Primary","0.90","Base","Allowed"
"CVE-2022-21947","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.70","Class","Discouraged"
"CVE-2021-36613","CWE-476","NULL Pointer Dereference","Primary","1.00","Base","Allowed"
"CVE-2021-25928","CWE-1321","Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","Primary","1.00","Variant","Primary CWE"
"CVE-2021-1062","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.80","Base","Allowed"
"CVE-2021-1062","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Discouraged"
"CVE-2021-1062","CWE-120","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","Secondary","0.50","Base","Allowed-with-Review"
"CVE-2022-39186","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","0.90","Class","Primary CWE"
"CVE-2022-39186","CWE-552","Files or Directories Accessible to External Parties","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-44387","CWE-20","Improper Input Validation","Primary","1.00","Class","Allowed"
"CVE-2021-44387","CWE-1287","Improper Validation of Specified Type of Input","Secondary","0.80","Base","Allowed"
"CVE-2021-0173","CWE-1288","Improper Validation of Consistency within Input","Primary","0.90","Base","Allowed"
"CVE-2021-0173","CWE-20","Improper Input Validation","Secondary","0.60","Class","Discouraged"
"CVE-2022-43875","CWE-269","Improper Privilege Management","Primary","0.70","Class","Allowed-with-Review"
"CVE-2022-34749","CWE-1333","Inefficient Regular Expression Complexity","Primary","1.00","Base","Allowed"
"CVE-2022-34749","CWE-407","Inefficient Algorithmic Complexity","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2022-41520","CWE-121","Stack-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2022-28915","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-25338","CWE-284","Improper Access Control","Primary","0.80","Pillar","Discouraged"
"CVE-2022-25338","CWE-1263","Improper Physical Access Control","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-20326","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-20326","CWE-223","Omission of Security-relevant Information","Secondary","0.70","Base","Allowed"
"CVE-2022-4192","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-3197","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-3197","CWE-672","Operation on a Resource after Expiration or Release","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-35842","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.75","Class","Discouraged"
"CVE-2022-35842","CWE-497","Exposure of Sensitive System Information to an Unauthorized Control Sphere","Secondary","0.60","Base","Allowed"
"CVE-2022-3437","CWE-122","Heap-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2022-3437","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-3437","CWE-787","Out-of-bounds Write","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-0164","CWE-862","Missing Authorization","Primary","0.90","Class","The plugin **does not perform an authorization check** when an actor attempts to access a resource or perform an action."
"CVE-2022-0164","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.90","Compound","The plugin **lacks a Cross-Site Request Forgery (CSRF) token**; making it possible for an attacker to trick an authenticated user into unintentionally sending emails."
"CVE-2021-45687","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.80","Base","Primary CWE"
"CVE-2021-45687","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.70","Variant","Secondary Candidate"
"CVE-2022-3592","CWE-61","UNIX Symbolic Link (Symlink) Following","Primary","1.00","Compound","Primary CWE"
"CVE-2022-3592","CWE-59","Improper Link Resolution Before File Access ('Link Following')","Primary","0.80","Base","Secondary Candidate"
"CVE-2022-3592","CWE-367","Time-of-check Time-of-use (TOCTOU) Race Condition","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-1059","CWE-306","Missing Authentication for Critical Function","Primary","0.90","Base","Primary CWE"
"CVE-2022-1059","CWE-522","Insufficiently Protected Credentials","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-3970","CWE-190","Integer Overflow or Wraparound","Primary","1.00","Base","Primary CWE"
"CVE-2022-1734","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-1734","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-1734","CWE-415","Double Free","Primary","0.60","Variant","Secondary Candidate"
"CVE-2022-26272","CWE-96","Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')","Primary","0.90","Base","Allowed"
"CVE-2022-26272","CWE-20","Improper Input Validation","Secondary","0.70","Base","Allowed"
"CVE-2022-27079","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE: Matches the **command injection** description and is at the Base level."
"CVE-2022-27079","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary CWE: A more general class of command injection; considered since the specific command type isn't fully detailed."
"CVE-2022-1544","CWE-1236","Improper Neutralization of Formula Elements in a CSV File","Primary","1.00","Base","Primary CWE"
"CVE-2022-1544","CWE-74","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-34464","CWE-668","Exposure of Resource to Wrong Sphere","Primary","0.90","Class","The identified **improperly protected file** is the main weakness."
"CVE-2022-34464","CWE-402","Transmission of Private Resources into a New Sphere ('Resource Leak')","Primary","0.70","Class","A resource is being made available to untrusted parties."
"CVE-2022-40531","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Allowed"
"CVE-2022-40531","CWE-704","Incorrect Type Conversion or Cast","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2021-41421","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.90","Base","Primary CWE"
"CVE-2021-41421","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-41796","CWE-427","Uncontrolled Search Path Element","Primary","1.00","Base","Primary CWE. The installer uses an **uncontrolled search path element** allowing attackers to place a malicious DLL in the search path."
"CVE-2021-34583","CWE-122","Heap-based Buffer Overflow","Primary","1.00","Variant","Allowed"
"CVE-2021-34583","CWE-787","Out-of-bounds Write","Secondary","0.75","Base","Allowed"
"CVE-2021-34583","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Discouraged"
"CVE-2022-2788","CWE-29","Path Traversal: '\..\filename'","Primary","1.00","Variant","Primary CWE"
"CVE-2022-2788","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-32945","CWE-277","Insecure Inherited Permissions","Primary","0.70","Variant","Primary CWE"
"CVE-2022-32945","CWE-863","Incorrect Authorization","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-32945","CWE-284","Improper Access Control","Secondary","0.30","Pillar","Secondary Candidate"
"CVE-2022-28860","CWE-757","Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')","Primary","0.90","Base","Primary CWE: The vulnerability description explicitly mentions "**authentication downgrade**"; which aligns directly with the name and description of CWE-757."
"CVE-2022-28860","CWE-300","Channel Accessible by Non-Endpoint","Secondary","0.60","Class","Secondary CWE: Because the attack occurs due to a man-in-the-middle position; CWE-300 is a possible secondary CWE. However; the mapping guidance discourages its use; recommending focus on root-cause weaknesses."
"CVE-2021-26099","CWE-325","Missing Cryptographic Step","Primary","1.00","Base","Allowed"
"CVE-2022-41723","CWE-407","Inefficient Algorithmic Complexity","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-41723","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Discouraged"
"CVE-2022-29892","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-29892","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Discouraged"
"CVE-2021-21148","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Allowed"
"CVE-2021-21148","CWE-122","Heap-based Buffer Overflow","Secondary","0.80","Variant","Allowed"
"CVE-2021-21148","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Discouraged"
"CVE-2022-3660","CWE-451","User Interface (UI) Misrepresentation of Critical Information","Primary","0.80","Class","Primary CWE"
"CVE-2022-3660","CWE-1021","Improper Restriction of Rendered UI Layers or Frames","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-31584","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","1.00","Base","Primary CWE"
"CVE-2022-31584","CWE-36","Absolute Path Traversal","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-31584","CWE-73","External Control of File Name or Path","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-1701","CWE-321","Use of Hard-coded Cryptographic Key","Primary","1.00","Variant","Primary CWE"
"CVE-2022-1701","CWE-798","Use of Hard-coded Credentials","Primary","0.80","Base","Secondary Candidate"
"CVE-2022-1701","CWE-1391","Use of Weak Credentials","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-33237","CWE-126","Buffer Over-read","Primary","1.00","Variant","Primary CWE"
"CVE-2022-28871","CWE-401","Missing Release of Memory after Effective Lifetime","Primary","0.90","Variant","Primary CWE"
"CVE-2022-28871","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-28871","CWE-789","Memory Allocation with Excessive Size Value","Primary","0.60","Variant","Secondary Candidate"
"CVE-2022-22214","CWE-20","Improper Input Validation","Primary","1.00","Class","Allowed"
"CVE-2022-22214","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Discouraged"
"CVE-2022-42132","CWE-201","Insertion of Sensitive Information Into Sent Data","Primary","1.00","Base","Primary CWE"
"CVE-2022-42132","CWE-522","Insufficiently Protected Credentials","Primary","0.70","Class","Secondary CWE"
"CVE-2022-20850","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-20850","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Secondary","0.70","Base","Allowed"
"CVE-2022-32623","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Allowed"
"CVE-2022-32623","CWE-703","Improper Check or Handling of Exceptional Conditions","Secondary","0.70","Pillar","Discouraged"
"CVE-2022-4350","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-4057","CWE-425","Direct Request ('Forced Browsing')","Primary","0.90","Base","Primary CWE"
"CVE-2022-4057","CWE-552","Files or Directories Accessible to External Parties","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-4057","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-45411","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.90","Base","Primary CWE. The vulnerability description mentions that **Cross-Site Tracing** allows an **XSS attack** to access authorization headers and cookies."
"CVE-2022-45411","CWE-113","Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')","Primary","0.70","Variant","Secondary CWE. The vulnerability allows bypassing CORS restrictions using non-standard HTTP method override headers which enables Cross-Site Tracing."
"CVE-2022-45411","CWE-1004","Sensitive Cookie Without 'HttpOnly' Flag","Primary","0.60","Variant","Secondary CWE. The impact of the vulnerability includes access to authorization headers and cookies (including those with HTTPOnly flags) which is normally inaccessible."
"CVE-2021-24890","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","0.90","Compound","Primary CWE"
"CVE-2021-24890","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","0.80","Base","Secondary Candidate"
"CVE-2021-24890","CWE-96","Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-24890","CWE-862","Missing Authorization","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-42724","CWE-359","Exposure of Private Personal Information to an Unauthorized Actor","Primary","0.90","Base","Primary CWE"
"CVE-2022-42724","CWE-863","Incorrect Authorization","Primary","0.70","Class","Secondary Candidate"
"CVE-2021-43076","CWE-269","Improper Privilege Management","Primary","0.90","Class","Discouraged"
"CVE-2021-43076","CWE-284","Improper Access Control","Secondary","0.70","Pillar","Discouraged"
"CVE-2021-43076","CWE-266","Incorrect Privilege Assignment","Secondary","0.60","Base","Allowed"
"CVE-2022-27221","CWE-203","Observable Discrepancy","Primary","0.90","Base","Allowed"
"CVE-2022-27221","CWE-385","Covert Timing Channel","Secondary","0.60","Base","Allowed"
"CVE-2022-32612","CWE-416","Use After Free","Primary","0.90","Variant","Primary CWE"
"CVE-2022-32612","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Primary","0.80","Class","Secondary Candidate"
